Non-optimal chan    2 proposed C3       at cool       1 iteration      78
Non-optimal chan   11 proposed C1       at cool       1 iteration      79
Non-optimal chan   12 proposed C2       at cool       1 iteration      79
Non-optimal chan    9 proposed C3       at cool       1 iteration      79
Non-optimal chan    7 proposed C1       at cool       1 iteration      80
Non-optimal chan    1 proposed C1       at cool       1 iteration      80
Non-optimal chan    7 proposed C2       at cool       1 iteration      80
Non-optimal chan    5 proposed C1       at cool       1 iteration      81
Non-optimal chan    9 proposed C1       at cool       1 iteration      81
Non-optimal chan    1 proposed C3       at cool       1 iteration      81
Non-optimal chan    1 proposed C3       at cool       1 iteration      81
Non-optimal chan    3 proposed C2       at cool       1 iteration      82
Non-optimal chan    2 proposed C3       at cool       1 iteration      82
Non-optimal chan    1 proposed C3       at cool       1 iteration      82
Non-optimal chan   11 proposed C3       at cool       1 iteration      82
Non-optimal chan    3 proposed C2       at cool       1 iteration      83
Non-optimal chan   10 proposed C3       at cool       1 iteration      83
Non-optimal chan    2 proposed C3       at cool       1 iteration      83
Non-optimal chan    8 proposed C1       at cool       1 iteration      84
Non-optimal chan   11 proposed C2       at cool       1 iteration      84
Non-optimal chan    7 proposed C2       at cool       1 iteration      84
Non-optimal chan    9 proposed C3       at cool       1 iteration      84
Non-optimal chan    7 proposed C3       at cool       1 iteration      84
Non-optimal chan    7 proposed C1       at cool       1 iteration      85
Non-optimal chan   11 proposed C2       at cool       1 iteration      85
Non-optimal chan    1 proposed C3       at cool       1 iteration      85
Non-optimal chan    5 proposed C2       at cool       1 iteration      86
Non-optimal chan    7 proposed C2       at cool       1 iteration      86
Non-optimal chan   10 proposed C3       at cool       1 iteration      86
Non-optimal chan    4 proposed C1       at cool       1 iteration      87
Non-optimal chan    1 proposed C1       at cool       1 iteration      87
Non-optimal chan    9 proposed C3       at cool       1 iteration      87
Non-optimal chan   10 proposed C3       at cool       1 iteration      87
Non-optimal chan   10 proposed C2       at cool       1 iteration      88
Non-optimal chan   11 proposed C3       at cool       1 iteration      88
Non-optimal chan    6 proposed C3       at cool       1 iteration      88
Non-optimal chan    8 proposed C1       at cool       1 iteration      89
Non-optimal chan    7 proposed C2       at cool       1 iteration      89
Non-optimal chan    3 proposed C2       at cool       1 iteration      89
Non-optimal chan    1 proposed C3       at cool       1 iteration      89
Non-optimal chan    5 proposed C1       at cool       1 iteration      90
Non-optimal chan    3 proposed C1       at cool       1 iteration      90
Non-optimal chan    1 proposed C2       at cool       1 iteration      90
Non-optimal chan   11 proposed C3       at cool       1 iteration      90
Non-optimal chan   11 proposed C3       at cool       1 iteration      90
Non-optimal chan    2 proposed C1       at cool       1 iteration      91
Non-optimal chan    6 proposed C2       at cool       1 iteration      91
Non-optimal chan    7 proposed C3       at cool       1 iteration      91
Non-optimal chan   11 proposed C3       at cool       1 iteration      91
Non-optimal chan   10 proposed C2       at cool       1 iteration      92
Non-optimal chan   13 proposed C2       at cool       1 iteration      92
Non-optimal chan    5 proposed C3       at cool       1 iteration      92
Non-optimal chan    3 proposed C3       at cool       1 iteration      92
Non-optimal chan    9 proposed C1       at cool       1 iteration      93
Non-optimal chan    9 proposed C1       at cool       1 iteration      93
Non-optimal chan    5 proposed C2       at cool       1 iteration      93
Non-optimal chan    3 proposed C2       at cool       1 iteration      93
Non-optimal chan   13 proposed C3       at cool       1 iteration      93
Non-optimal chan    5 proposed C3       at cool       1 iteration      93
Non-optimal chan    2 proposed C1       at cool       1 iteration      94
Non-optimal chan    5 proposed C2       at cool       1 iteration      94
Non-optimal chan    9 proposed C2       at cool       1 iteration      94
Non-optimal chan    1 proposed C2       at cool       1 iteration      94
